id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity
891,"after the session i felt a lot quieter inside, but i stayed with it anyway.",mountain,10,8.5,2,5,evening,calm,happy_face,vague,calm,2
892,not gonna lie i felt heavy in the chest. i was more tired than i thought. ...,ocean,10,8.5,4,4,evening,neutral,tense_face,clear,overwhelmed,4
893,not gonna lie i felt okay overall. i was more tired than i thought.,mountain,20,4,2,3,night,focused,neutral_face,conflicted,neutral,1
894,somehow i felt unable to stay with one thought. it took time to click.,cafe,20,8.5,3,1,evening,focused,calm_face,conflicted,restless,5
895,honestly i felt lighter than before. i stayed with it anyway.,forest,18,4,2,5,night,mixed,none,conflicted,calm,5
896,lowkey felt itchy in my head. i couldn't tell if it was helping at first.,mountain,4,7,2,2,morning,neutral,tired_face,conflicted,restless,5
897,today i was more at ease. i had to restart once.,forest,30,7,1,3,morning,restless,,vague,calm,4
898,kind of felt not bad but not clear either. i was more tired than i thought.,ocean,20,8,1,3,morning,mixed,tired_face,vague,mixed,5
899,"somehow i felt less tense, but i couldn't tell if it was helping at first.",cafe,15,4,4,2,morning,neutral,calm_face,vague,calm,4
900,woke up feeling itchy in my head. sleep probably affected it.,cafe,35,3.5,1,5,afternoon,focused,tired_face,vague,restless,4
901,hard to focus,cafe,5,6,3,2,night,calm,happy_face,conflicted,neutral,2
902,after the session i felt itchy in my head. this was better than yesterday.,forest,5,8.5,2,1,morning,focused,neutral_face,vague,restless,2
903,after the session i felt distracted most of the time. i stayed with it anyway. ...,cafe,5,6,1,5,morning,focused,tense_face,clear,restless,5
904,"after the session i felt drained and behind, but i stayed with it anyway.",cafe,20,4,5,4,evening,neutral,tired_face,clear,overwhelmed,1
905,"somehow i felt drained and behind, but it took time to click.",mountain,35,5,2,1,night,overwhelmed,happy_face,conflicted,overwhelmed,5
906,"not gonna lie i felt clear enough to plan, but my breathing slowed for a moment.",forest,30,3.5,2,1,evening,mixed,,vague,focused,5
907,i noticed i was all over teh place. mountain visuals made it easier to pause.,cafe,10,6,4,1,morning,calm,happy_face,clear,restless,4
908,somehow i felt unable to come down from the day. mountain visuals made it easier to pause.,cafe,25,3.5,3,2,morning,neutral,happy_face,conflicted,overwhelmed,2
909,woke up feeling clearer than earlier. mountain visuals made it easier to pause. ...,ocean,5,3.5,5,1,afternoon,calm,happy_face,clear,focused,4
910,hard to focus,cafe,12,3.5,3,3,afternoon,neutral,tense_face,clear,overwhelmed,1
911,kind of felt able to think straight. then my mind wandered again.,rain,18,3.5,1,2,night,neutral,happy_face,vague,focused,3
912,"i noticed i was more tired than i expected, but forest sounds worked for a bit.",forest,15,8.5,4,5,night,overwhelmed,,conflicted,overwhelmed,5
913,honestly i felt able to prioritize. i kept thinking about emails.,cafe,12,6,1,1,morning,mixed,tense_face,vague,focused,4
914,still heavy,ocean,7,8,1,4,morning,calm,tense_face,vague,mixed,1
915,"somehow i felt unable to stay with one thought, but i stayed with it anyway.",cafe,15,4,1,4,evening,restless,calm_face,clear,restless,5
916,"today i was somewhat settled but still uneasy, but cafe ambience weirdly helped.",mountain,10,8,3,3,afternoon,neutral,none,clear,mixed,4
917,after the session i felt somewhat settled but still uneasy. then my mind wandered again.,rain,7,5,3,1,afternoon,overwhelmed,tense_face,clear,mixed,2
918,"woke up feeling lighter than before, but my breathing slowed for a moment.",cafe,10,8,1,2,afternoon,mixed,neutral_face,conflicted,calm,3
919,i noticed i was itchy in my head. i couldn't tell if it was helping at first.,rain,4,3.5,5,4,afternoon,focused,tired_face,vague,restless,4
920,mixed honestly,ocean,10,3.5,5,5,morning,focused,none,conflicted,restless,4
921,"ended up drained and behind, but sleep probably affected it.",rain,20,6,1,4,night,focused,none,clear,overwhelmed,4
922,more clear today,ocean,35,8,5,2,afternoon,neutral,neutral_face,vague,focused,4
923,after the session i felt kind of blank. then my mind wandered again. still not fully there though.,forest,4,5,4,3,night,overwhelmed,neutral_face,conflicted,neutral,3
924,"woke up feeling heavy in teh chest, but i couldn't tell if it was helping at first.",ocean,15,5,5,3,morning,restless,happy_face,clear,overwhelmed,3
925,not gonna lie i felt unable to stay with one thought. ocean audio was nice.,mountain,35,4,3,2,morning,,neutral_face,clear,restless,2
926,felt better ...,rain,12,5,4,1,afternoon,mixed,tense_face,conflicted,restless,3
927,not gonna lie i felt less tense. cafe ambience weirdly helped.,rain,20,7,5,4,evening,restless,tired_face,vague,calm,2
928,"after the session i felt pretty overloaded, but ocean audio was nice.",cafe,12,3.5,2,1,afternoon,overwhelmed,none,conflicted,overwhelmed,4
929,kind of felt mostly the same. the rain helped a little.,ocean,4,8,5,5,night,neutral,happy_face,vague,neutral,3
930,for a while i was mentally flooded. the rain helped a little. that part surprised me.,rain,20,4,4,3,evening,mixed,none,clear,overwhelmed,2
931,"not gonna lie i felt able to think straight, but i had to restart once. ...",cafe,25,4,4,5,evening,mixed,,clear,focused,4
932,lowkey felt unable to stay with one thought. the rain helped a little. that part surprised me.,ocean,4,7,2,1,evening,overwhelmed,calm_face,clear,restless,5
933,not gonna lie i felt locked in for a bit. ocean audio was nice. after that i could continue.,cafe,35,8,4,1,morning,focused,happy_face,conflicted,focused,4
934,not gonna lie i felt unable to come down from the day. sleep probably affected it.,mountain,15,4,1,5,evening,neutral,none,vague,overwhelmed,2
935,hard to focus,forest,4,3.5,5,4,evening,focused,tense_face,vague,focused,4
936,not gonna lie i felt restless even after. i was more tired than i thought.,rain,5,3.5,4,2,night,calm,happy_face,clear,restless,4
937,started off in between. mountain visuals made it easier to pause. not sure why but it shifted.,cafe,25,8,5,5,morning,neutral,,vague,mixed,4
938,tired but okay,mountain,18,6,5,4,afternoon,neutral,calm_face,clear,focused,5
939,actually helped,mountain,10,8,4,5,night,mixed,neutral_face,vague,mixed,1
940,"after the session i felt drained and behind, but i was more tired than i thought.",rain,35,6,5,2,afternoon,neutral,tired_face,conflicted,overwhelmed,4
941,somehow i felt okay overall. sleep probably affected it.,cafe,12,4,3,5,morning,restless,tense_face,clear,neutral,2
942,ended up heavy in the chest. i kept thinking about emails.,rain,10,7,2,5,afternoon,neutral,tense_face,clear,overwhelmed,2
943,"somehow i felt drained and behind, but i was more tired than i thought.",ocean,35,7,3,1,night,restless,,conflicted,overwhelmed,1
944,not gonna lie i felt restless even after. it took time to click.,mountain,4,6,5,5,night,mixed,neutral_face,conflicted,restless,2
945,mind racing,ocean,35,4,4,3,afternoon,focused,,clear,mixed,2
946,"started off more tired than i expected, but this was better than yesterday.",forest,30,6,5,1,evening,focused,neutral_face,clear,overwhelmed,4
947,"for a while i was less tense, but the rain helped a little.",cafe,10,3.5,4,3,evening,focused,tired_face,conflicted,calm,5
948,felt better ...,mountain,4,6,3,5,night,mixed,neutral_face,vague,mixed,4
949,somehow i felt better but not fully okay. cafe ambience weirdly helped.,cafe,12,7,3,3,night,neutral,,conflicted,mixed,5
950,started off half relaxed half distracted. i was more tired than i thought. then it faded again.,mountain,35,6,1,4,night,focused,,conflicted,mixed,3
951,today i was better but not fully okay. i couldn't tell if it was helping at first.,forest,35,5,1,1,afternoon,mixed,neutral_face,conflicted,mixed,3
952,after the session i felt a lot quieter inside. my breathing slowed for a moment.,cafe,4,7,4,4,night,focused,tired_face,conflicted,calm,2
953,"i noticed i was unable to come down from the day, but i stayed with it anyway.",ocean,20,6,1,4,afternoon,restless,happy_face,vague,overwhelmed,1
954,by the end i was like everything piled up. i was more tired than i thought. then it faded again.,ocean,20,8.5,4,2,afternoon,restless,,conflicted,overwhelmed,3
955,started off calmer on the surface but still busy underneath. it took time to click.,cafe,25,3.5,1,5,evening,mixed,none,vague,mixed,2
956,"for a while i was actually able to focus, but forest sounds worked for a bit. ...",ocean,10,7,1,3,afternoon,neutral,tense_face,vague,focused,4
957,"today i was all over the place, but i was more tired than i thought. ...",rain,25,8.5,3,5,afternoon,focused,,vague,restless,1
958,woke up feeling unable to come down from the day. i kept thinking about emails. still not fully there though.,mountain,10,5,1,5,afternoon,overwhelmed,tense_face,clear,overwhelmed,5
959,started off drained and behind. i kept thinking about emails.,cafe,10,5,2,3,night,focused,,clear,overwhelmed,4
960,"ended up not bad but not clear eitehr, but i had to restart once.",ocean,15,7,3,3,evening,calm,none,clear,mixed,3
961,after the session i felt mentally flooded. it took time to click.,ocean,15,4,2,1,morning,mixed,happy_face,conflicted,overwhelmed,3
962,honestly i felt kind of blank. cafe ambience weirdly helped.,forest,25,8,2,5,night,neutral,calm_face,vague,neutral,2
963,"today i was kind of jumpy, but it took time to click.",ocean,7,3.5,4,2,night,calm,happy_face,vague,restless,3
964,somehow i felt pretty even. forest sounds worked for a bit.,mountain,35,8,1,5,morning,restless,none,vague,neutral,4
965,okay session,ocean,7,5,3,4,afternoon,calm,tired_face,vague,calm,2
966,felt better,cafe,20,7,4,3,afternoon,restless,happy_face,conflicted,overwhelmed,2
967,"kind of felt more at ease, but my breathing slowed for a moment.",rain,12,6,3,3,afternoon,neutral,neutral_face,conflicted,calm,4
968,"ended up unable to come down from the day, but i had to restart once.",ocean,10,8,1,4,evening,mixed,neutral_face,clear,overwhelmed,3
969,bit restless,ocean,25,5,5,1,morning,mixed,neutral_face,conflicted,calm,5
970,"kind of felt locked in for a bit, but i couldn't tell if it was helping at first.",cafe,20,7,2,2,afternoon,neutral,happy_face,vague,focused,5
971,a little lighter,rain,35,5,3,4,morning,restless,tense_face,conflicted,restless,5
972,not gonna lie i felt all over the place. the rain helped a little.,mountain,12,8.5,5,2,night,calm,,clear,restless,5
973,kind of felt itchy in my head. cafe ambience weirdly helped. still not fully there though.,forest,15,4,5,2,afternoon,mixed,,conflicted,restless,3
974,honestly i felt able to think straight. i was more tired than i thought.,ocean,30,5,5,1,evening,mixed,neutral_face,vague,focused,2
975,woke up feeling mentally flooded. ocean audio was nice.,rain,18,8.5,2,2,morning,calm,happy_face,vague,overwhelmed,1
976,felt better,forest,15,8,5,5,afternoon,focused,tired_face,clear,mixed,1
977,kind of felt able to think straight. i was more tired than i thought.,mountain,4,7,4,3,afternoon,calm,,vague,focused,2
978,by the end i was more at ease. this was better than yesterday. still not fully there though.,rain,7,7,4,4,morning,mixed,calm_face,clear,calm,1
979,okay session,rain,4,8.5,4,5,evening,focused,tense_face,conflicted,mixed,1
980,actually helped,ocean,15,5,2,1,night,calm,,conflicted,mixed,3
981,lowkey felt half relaxed half distracted. cafe ambience weirdly helped.,ocean,18,4,5,3,evening,neutral,neutral_face,clear,mixed,3
982,woke up feeling fine i guess. i stayed with it anyway. then it faded again.,cafe,18,6,2,2,afternoon,mixed,neutral_face,clear,neutral,4
983,"kind of felt lighter than before, but i couldn't tell if it was helping at first.",mountain,18,4,3,1,evening,neutral,neutral_face,clear,calm,5
984,okay session,cafe,4,3.5,5,5,night,focused,tired_face,clear,focused,5
985,a little lighter,ocean,7,8.5,3,4,afternoon,overwhelmed,happy_face,vague,calm,1
986,fine i guess,rain,10,6,5,5,afternoon,overwhelmed,happy_face,vague,calm,5
987,"not gonna lie i felt clear enough to plan, but cafe ambience weirdly helped.",rain,5,7,5,2,night,restless,none,clear,focused,5
988,after the session i felt split between calm and tension. i couldn't tell if it was helping at first. still not fully there though.,mountain,12,8,1,2,morning,neutral,tense_face,conflicted,mixed,5
989,honestly i felt steady but nothing major. i had to restart once. still not fully there though.,cafe,25,5,4,3,afternoon,overwhelmed,neutral_face,vague,neutral,4
990,"kind of felt restless even after, but i had to restart once.",rain,18,7,4,2,afternoon,overwhelmed,happy_face,vague,restless,2
991,"lowkey felt pretty overloaded, but i was more tired than i thought.",ocean,35,3.5,2,1,night,focused,none,conflicted,overwhelmed,4
992,actually helped,cafe,7,6,5,5,morning,overwhelmed,calm_face,conflicted,overwhelmed,2
993,somehow i felt lighter than before. i was more tired than i thought. after that i could continue.,rain,10,4,5,4,morning,focused,tired_face,conflicted,calm,5
994,by the end i was unable to come down from the day. my breathing slowed for a moment.,mountain,30,6,4,1,afternoon,neutral,,conflicted,overwhelmed,1
995,hard to focus,rain,30,3.5,1,3,afternoon,mixed,tired_face,clear,focused,2
996,mixed honestly,rain,4,3.5,4,5,morning,overwhelmed,neutral_face,conflicted,mixed,2
997,"not gonna lie i felt calmer on the surface but still busy underneath, but my breathing slowed for a moment.",mountain,35,8,3,1,afternoon,overwhelmed,tired_face,conflicted,mixed,3
998,for a while i was mentally flooded. tehn my mind wandered again.,mountain,4,8,1,2,afternoon,restless,calm_face,clear,overwhelmed,5
999,i noticed i was pretty even. sleep probably affected it.,rain,10,8.5,5,4,evening,mixed,none,conflicted,neutral,4
1000,lowkey felt in between. then my mind wandered again.,rain,25,5,4,5,evening,neutral,happy_face,clear,mixed,3
1001,"lowkey felt locked in for a bit, but mountain visuals made it easier to pause.",cafe,25,3.5,4,1,afternoon,mixed,,clear,focused,1
1002,after the session i felt restless even after. i couldn't tell if it was helping at first.,mountain,10,7,2,4,night,,happy_face,conflicted,restless,2
1003,"ended up itchy in my head, but cafe ambience weirdly helped.",forest,18,8.5,1,3,afternoon,overwhelmed,neutral_face,vague,restless,5
1004,today i was steady but nothing major. the rain helped a little. that part surprised me.,forest,20,7,1,3,evening,overwhelmed,happy_face,vague,neutral,4
1005,not gonna lie i felt more at ease. the rain helped a little.,cafe,30,8,5,3,evening,focused,calm_face,vague,calm,5
1006,not gonna lie i felt kind of blank. i kept thinking about emails.,forest,5,5,3,1,night,restless,happy_face,conflicted,neutral,5
1007,"started off split between calm and tension, but i had to restart once.",ocean,35,8,5,5,morning,restless,,vague,mixed,1
1008,woke up feeling surprisingly okay. this was better than yesterday.,mountain,18,5,2,5,evening,neutral,happy_face,conflicted,calm,4
1009,by teh end i was not bad but not clear eitehr. i couldn't tell if it was helping at first. that part surprised me.,cafe,35,8.5,3,1,morning,neutral,,clear,mixed,1
1010,somehow i felt okay overall. then my mind wandered again. not sure why but it shifted.,mountain,15,6,5,2,night,focused,tense_face,conflicted,neutral,1
1011,for a while i was mostly the same. sleep probably affected it.,ocean,35,4,5,2,night,restless,tense_face,vague,neutral,1
1012,ended up locked in for a bit. ocean audio was nice. not sure why but it shifted.,cafe,25,3.5,3,1,afternoon,,,vague,focused,1
1013,honestly i felt clear enough to plan. i had to restart once.,forest,35,3.5,3,1,evening,overwhelmed,none,clear,focused,1
1014,more clear today,rain,18,7,2,5,night,overwhelmed,calm_face,vague,calm,2
1015,tired but okay,ocean,5,5,5,2,morning,overwhelmed,tired_face,conflicted,overwhelmed,4
1016,mixed honestly,ocean,18,6,4,4,morning,focused,tense_face,vague,restless,4
1017,somehow i felt unable to come down from the day. forest sounds worked for a bit. ...,cafe,20,3.5,5,1,afternoon,neutral,,clear,overwhelmed,1
1018,woke up feeling surprisingly okay. ocean audio was nice.,mountain,20,7,2,3,morning,neutral,happy_face,vague,calm,3
1019,ended up not very different. forest sounds worked for a bit.,mountain,10,7,2,4,afternoon,overwhelmed,tense_face,vague,neutral,4
1020,"kind of felt unable to come down from the day, but i had to restart once.",forest,10,8.5,2,3,morning,overwhelmed,neutral_face,vague,overwhelmed,4
1021,somehow i felt more settled. forest sounds worked for a bit. ...,rain,20,3.5,2,1,night,overwhelmed,none,vague,calm,4
1022,not gonna lie i felt restless even after. ocean audio was nice.,mountain,18,8,1,1,night,calm,happy_face,conflicted,restless,4
1023,i noticed i was in between. i had to restart once.,mountain,35,4,5,4,afternoon,calm,neutral_face,clear,mixed,5
1024,started off more tired than i expected. i stayed with it anyway.,ocean,10,3.5,5,5,afternoon,restless,none,conflicted,overwhelmed,5
1025,honestly i felt steady but nothing major. i couldn't tell if it was helping at first.,cafe,12,5,3,1,afternoon,calm,neutral_face,vague,neutral,3
1026,started off clear enough to plan. i had to restart once. ...,forest,35,6,5,2,night,calm,,clear,focused,1
1027,"honestly i felt not bad but not clear either, but i stayed with it anyway.",rain,12,3.5,5,4,evening,focused,tense_face,clear,mixed,5
1028,ended up restless even after. teh rain helped a little. after that i could continue. ...,mountain,20,4,1,1,morning,calm,tired_face,conflicted,restless,5
1029,somehow i felt not very different. i kept thinking about emails.,forest,12,4,2,3,afternoon,overwhelmed,tense_face,clear,neutral,5
1030,after the session i felt somewhat settled but still uneasy. i stayed with it anyway.,forest,5,8,4,1,morning,neutral,happy_face,vague,mixed,5
1031,by the end i was restless even after. my breathing slowed for a moment. that part surprised me.,mountain,5,6,4,4,evening,focused,neutral_face,clear,restless,1
1032,bit restless,cafe,12,4,1,3,morning,focused,calm_face,clear,calm,4
1033,by the end i was lighter than before. i had to restart once.,mountain,12,4,3,5,night,calm,neutral_face,conflicted,calm,2
1034,"kind of felt not very different, but tehn my mind wandered again.",cafe,5,4,1,3,afternoon,neutral,happy_face,clear,neutral,3
1035,"woke up feeling a lot quieter inside, but i was more tired than i thought.",cafe,4,4,5,4,evening,overwhelmed,neutral_face,clear,calm,3
1036,mind racing,forest,4,4,2,3,evening,focused,tired_face,conflicted,focused,1
1037,more clear today,forest,4,3.5,5,4,evening,,happy_face,vague,calm,2
1038,not gonna lie i felt just normal. i stayed with it anyway.,rain,35,5,4,2,morning,focused,calm_face,vague,neutral,4
1039,honestly i felt a little better and a little off. i was more tired than i thought.,ocean,4,8.5,1,4,morning,calm,neutral_face,vague,mixed,1
1040,ended up restless even after. ocean audio was nice. tehn it faded again.,rain,25,5,2,5,evening,neutral,happy_face,vague,restless,1
1041,still off,cafe,12,6,5,4,evening,focused,calm_face,vague,mixed,4
1042,"by the end i was not bad but not clear either, but my breathing slowed for a moment.",forest,4,8,5,2,night,focused,none,vague,mixed,1
1043,for a while i was a little better and a little off. the rain helped a little.,cafe,30,8,2,5,evening,calm,tired_face,clear,mixed,2
1044,not gonna lie i felt unable to settle. i had to restart once. ...,cafe,4,7,2,3,evening,restless,tired_face,vague,restless,5
1045,"not gonna lie i felt clear enough to plan, but mountain visuals made it easier to pause.",rain,18,8,1,3,night,calm,happy_face,conflicted,focused,5
1046,"kind of felt not very different, but ocean audio was nice.",ocean,5,6,1,2,morning,neutral,,clear,neutral,5
1047,somehow i felt fine i guess. it took time to click.,rain,18,8.5,2,1,morning,overwhelmed,neutral_face,vague,neutral,5
1048,fine i guess,ocean,35,6,1,1,night,calm,tense_face,vague,calm,1
1049,today i was pretty overloaded. i stayed with it anyway.,cafe,10,6,5,5,morning,focused,neutral_face,conflicted,overwhelmed,5
1050,actually helped ...,ocean,4,8,5,5,afternoon,neutral,neutral_face,vague,focused,3
1051,i noticed i was just normal. i had to restart once.,ocean,12,3.5,4,3,afternoon,neutral,,vague,neutral,3
1052,more clear today,rain,30,5,1,5,afternoon,calm,happy_face,vague,calm,1
1053,hard to focus ...,ocean,15,6,4,3,evening,overwhelmed,neutral_face,clear,restless,2
1054,by the end i was split between calm and tension. i couldn't tell if it was helping at first.,rain,18,6,2,5,afternoon,focused,calm_face,conflicted,mixed,5
1055,still off ...,ocean,20,8.5,2,4,afternoon,restless,none,vague,overwhelmed,5
1056,"lowkey felt itchy in my head, but sleep probably affected it. ...",mountain,25,4,3,4,afternoon,mixed,tense_face,conflicted,restless,3
1057,kind of felt not very different. sleep probably affected it.,ocean,5,8,1,1,evening,calm,tense_face,vague,neutral,5
1058,woke up feeling in between. mountain visuals made it easier to pause.,forest,18,7,2,2,afternoon,neutral,,conflicted,mixed,5
1059,"lowkey felt pretty even, but this was better than yesterday. ...",rain,12,7,5,1,evening,mixed,calm_face,conflicted,neutral,5
1060,"kind of felt less wound up, but i stayed with it anyway.",mountain,30,4,2,2,morning,neutral,,conflicted,calm,1
1061,not gonna lie i felt ready to start work. cafe ambience weirdly helped.,forest,5,8.5,1,4,morning,restless,none,vague,focused,1
1062,not gonna lie i felt pretty even. ocean audio was nice. still not fully there though.,ocean,30,4,2,4,morning,restless,tense_face,conflicted,neutral,5
1063,"i noticed i was not very different, but cafe ambience weirdly helped.",rain,7,5,3,1,afternoon,overwhelmed,happy_face,clear,neutral,4
1064,started off mostly the same. cafe ambience weirdly helped.,ocean,35,4,3,2,night,restless,none,vague,neutral,4
1065,kinda calm,cafe,18,3.5,2,5,afternoon,mixed,tense_face,clear,focused,4
1066,"woke up feeling steady but nothing major, but my breathing slowed for a moment.",ocean,12,5,3,5,night,calm,,vague,neutral,3
1067,not gonna lie i felt better but not fully okay. my breathing slowed for a moment. not sure why but it shifted. ...,forest,4,8.5,2,3,afternoon,calm,tense_face,clear,mixed,4
1068,felt better,ocean,18,7,5,2,evening,restless,,conflicted,mixed,3
1069,okay session,cafe,7,8,3,3,night,neutral,happy_face,conflicted,focused,4
1070,woke up feeling mostly the same. i stayed with it anyway. ...,ocean,7,4,4,4,morning,restless,calm_face,vague,neutral,1
1071,i noticed i was better but not fully okay. i had to restart once. not sure why but it shifted.,forest,7,3.5,5,3,evening,restless,tired_face,clear,mixed,4
1072,still heavy,ocean,30,8,3,1,afternoon,neutral,calm_face,conflicted,overwhelmed,4
1073,somehow i felt more settled. it took time to click.,cafe,12,6,1,4,night,neutral,calm_face,vague,calm,5
1074,a little lighter,mountain,7,5,3,3,afternoon,focused,tense_face,vague,calm,5
1075,hard to focus,forest,15,6,2,1,morning,neutral,tense_face,conflicted,restless,5
1076,after the session i felt lighter than before. ocean audio was nice.,rain,12,3.5,4,5,afternoon,calm,,clear,calm,5
1077,"started off lighter than before, but i had to restart once.",cafe,18,4,1,1,afternoon,overwhelmed,happy_face,conflicted,calm,2
1078,not much change,cafe,7,6,5,4,evening,overwhelmed,calm_face,vague,mixed,2
1079,somehow i felt pretty even. forest sounds worked for a bit.,ocean,12,8.5,4,4,afternoon,calm,happy_face,clear,neutral,5
1080,started off not bad but not clear either. i couldn't tell if it was helping at first. after that i could continue.,forest,4,7,5,4,afternoon,neutral,tired_face,vague,mixed,5
